C,Scientific Name,Common Name,Family,native
0,Digitaria setigera,East Indian Crabgrass,Poaceae,Exotic
0,Digitaria violascens,Violet Crabgrass,Poaceae,Exotic
0,Dimocarpus longan,Longan,Sapindaceae,Exotic
0,Dioscorea alata,White Yam,Dioscoreaceae,Exotic
0,Dioscorea bulbifera,Air-Potato,Dioscoreaceae,Exotic
0,Dioscorea sansibarensis,Zanzibar Yam,Dioscoreaceae,Exotic
0,Diospyros ebenum,Ebony,Ebenaceae,Exotic
0,Diospyros maritima,,Ebenaceae,Exotic
0,Diplazium esculentum,Vegetable Fern,Dryopteridaceae,Exotic
0,Duranta erecta,Golden Dewdrops,Verbenaceae,Exotic
0,Dypsis lutescens,Areca Palm,Arecaceae,Exotic
0,Echinochloa colona,Jungle Rice,Poaceae,Exotic
0,Echinochloa crusgalli,Barnyardgrass,Poaceae,Exotic
0,Egeria densa,Brazilian Waterweed,Hydrocharitaceae,Exotic
0,Eichhornia crassipes,Common Water-Hyacinth,Pontederiaceae,Exotic
0,Elaeis guineensis,African Oil Palm,Arecaceae,Exotic
0,Eleocharis acutangula,Acute Spikerush,Cyperaceae,Exotic
0,Eleocharis nigrescens,Black Spikerush,Cyperaceae,Exotic
0,Eleusine indica,Indian Goosegrass,Poaceae,Exotic
0,Elionurus tripsacoides,Pan-American Balsamscale,Poaceae,Exotic
0,Emilia fosbergii,Florida Tasselflower,Asteraceae,Exotic
0,Emilia sonchifolia,Lilac Tasselflower,Asteraceae,Exotic
0,Enterolobium contortisiliquum,Earpod Tree,Fabaceae,Exotic
0,Epidendrum radicans,Star Orchid; Crucifix Orchid,Orchidaceae,Exotic
0,Epiphyllum phyllanthus var. hookeri,Orchid Cactus,Cactaceae,Exotic
0,Epipremnum pinnatum,Golden Pothos,Araceae,Exotic
0,Eragrostis amabilis,Feather Lovegrass,Poaceae,Exotic
0,Eragrostis atrovirens,Thalia Lovegrass,Poaceae,Exotic
0,Eragrostis bahiensis,Bahia Lovegrass,Poaceae,Exotic
0,Eragrostis barrelieri,Mediterranean Lovegrass,Poaceae,Exotic
0,Eragrostis cilianensis,Stinkgrass,Poaceae,Exotic
0,Eragrostis ciliaris,Gophertail Lovegrass,Poaceae,Exotic
0,Eragrostis gangetica,Slimflower Lovegrass,Poaceae,Exotic
0,Eragrostis pilosa,Indian Lovegrass,Poaceae,Exotic
0,Eragrostis scaligera,Tender Lovegrass,Poaceae,Exotic
0,Eragrostis unioloides,Chinese Lovegrass,Poaceae,Exotic
0,Eremochloa ophiuroides,Centipedegrass,Poaceae,Exotic
0,Eriobotrya japonica,Loquat,Rosaceae,Exotic
0,Eriochloa contracta,Prairie Cupgrass,Poaceae,Exotic
0,Eriochloa polystachya,Caribgrass,Poaceae,Exotic
0,Erucastrum gallicum,Common Dogmustard,Brassicaceae,Exotic
0,Eryngium foetidum,Spiritweed,Apiaceae,Exotic
0,Erysimum cheiranthoides,Wormseed Wallflower,Brassicaceae,Exotic
0,Eucalyptus grandis,Grand Eucalyptus,Myrtaceae,Exotic
0,Eucalyptus robusta,Swampmahogany,Myrtaceae,Exotic
0,Eucalyptus torelliana,Torell's Eucalyptus; Cadaga,Myrtaceae,Exotic
0,Eugenia uniflora,Surinam Cherry,Myrtaceae,Exotic
0,Euphorbia graminea,Grassleaf Spurge,Euphorbiaceae,Exotic
0,Euphorbia milii,Crown-Of-Thorns; Christplant,Euphorbiaceae,Exotic
0,Euphorbia tirucalli,Pencil Tree; Indian Tree Spurge,Euphorbiaceae,Exotic
0,Euryops chrysanthemoides,African Bushdaisy; Bull's Eye,Asteraceae,Exotic
0,Evolvulus convolvuloides,Bindweed Dwarf Morning-Glory; Dwarf Bindweed,Convolvulaceae,Exotic
0,Fagopyrum esculentum,Buckwheat,Polygonaceae,Exotic
0,Fatoua villosa,Hairy Crabweed,Moraceae,Exotic
0,Ficus altissima,Council Tree,Moraceae,Exotic
0,Ficus americana,West Indian Laurel Fig,Moraceae,Exotic
0,Ficus benghalensis,Banyan Tree,Moraceae,Exotic
0,Ficus benjamina,Weeping Fig,Moraceae,Exotic
0,Ficus carica,Common Fig,Moraceae,Exotic
0,Ficus microcarpa,Indian Laurel,Moraceae,Exotic
0,Ficus religiosa,Bo Tree; Sacred Fig,Moraceae,Exotic
0,Fimbristylis littoralis,Grasslike Fimbry,Cyperaceae,Exotic
0,Fimbristylis schoenoides,Ditch Fimbry,Cyperaceae,Exotic
0,Flacourtia indica,Governor's Plum,Flacourtiaceae,Exotic
0,Flaveria bidentis,Coastalplain Yellowtops,Asteraceae,Exotic
0,Flueggea virosa,Simpleleaf Bushweed,Euphorbiaceae,Exotic
0,Fumaria officinalis,Drug Fumitory; Earthsmoke,Fumariaceae,Exotic
0,Furcraea foetida,Mauritius Hemp,Agavaceae,Exotic
0,Furcraea selloa,Wild Sisal,Agavaceae,Exotic
0,Galinsoga quadriradiata,Peruvian Daisy; Shaggysoldier,Asteraceae,Exotic
0,Galphimia gracilis,Slender Goldshower,Malpighiaceae,Exotic
0,Gamochaeta coarctata,American Everlasting,Asteraceae,Exotic
0,Gamochaeta pensylvanica,Pennsylvania Everlasting,Asteraceae,Exotic
0,Gibasis pellucida,Tahitian Bridalveil,Commelinaceae,Exotic
0,Glandularia pulchella,South American Mock Vervain; Moss Verbena,Verbenaceae,Exotic
0,Gloriosa superba,Flamelily,Colchicaceae,Exotic
0,Glycosmis parviflora,Flower Axistree,Rutaceae,Exotic
0,Gomphrena serrata,Arrasa Con Todo,Amaranthaceae,Exotic
0,Grevillea robusta,Silkoak,Proteaceae,Exotic
0,Guaiacum officinale,Common Lignumvitae,Zygophyllaceae,Exotic
0,Gynura aurantiaca,Velvetplant,Asteraceae,Exotic
0,Hackelochloa granularis,Pitscalegrass,Poaceae,Exotic
0,Harpullia arborea,Uas,Sapindaceae,Exotic
0,Helianthus annuus,Common Sunflower,Asteraceae,Exotic
0,Heliconia latispatha,Expanded Lobsterclaw,Heliconiaceae,Exotic
0,Heliotropium procumbens,Fourspike Heliotrope,Boraginaceae,Exotic
0,Hemarthria altissima,Limpograss,Poaceae,Exotic
0,Hemigraphis alternata,Redivy,Acanthaceae,Exotic
0,Hemigraphis reptans,Redflame,Acanthaceae,Exotic
0,Heteranthera limosa,Blue Mudplantain,Pontederiaceae,Exotic
0,Heteropogon contortus,Tanglehead,Poaceae,Exotic
0,Heteropogon melanocarpus,Sweet Tanglehead,Poaceae,Exotic
0,Hibiscus acetosella,African Rosemallow,Malvaceae,Exotic
0,Hibiscus cannabinus,Brown Indianhemp; Kenaf,Malvaceae,Exotic
0,Hibiscus radiatus,Monarch Rosemallow,Malvaceae,Exotic
0,Hibiscus rosa-sinensis,Garden Rosemallow; Shoe-Black-Plant,Malvaceae,Exotic
0,Hibiscus rosa-sinensis var. schizopetalus,Fringed Rosemallow,Malvaceae,Exotic
0,Hippobroma longiflora,Madamfate,Campanulaceae,Exotic
0,Hiptage benghalensis,Hiptage,Malpighiaceae,Exotic
0,Holmskioldia sanguinea,Chinese Hat,Lamiaceae,Exotic
0,Hura crepitans,Sandboxtree,Euphorbiaceae,Exotic
0,Hybanthus linearifolius,Chancleta,Violaceae,Exotic
0,Hydrilla verticillata,Waterthyme; Hydrilla,Hydrocharitaceae,Exotic
0,Hydrolea capsularis,Spiny False Fiddleleaf,Hydroleaceae,Exotic
0,Hygrophila corymbosa,Starhorn,Acanthaceae,Exotic
0,Hygrophila polysperma,Indian Swampweed,Acanthaceae,Exotic
0,Hylocereus undatus,Nightblooming Cactus,Cactaceae,Exotic
0,Hymenachne amplexicaulis,Trompetilla,Poaceae,Exotic
0,Hyparrhenia rufa,Jaragua,Poaceae,Exotic
0,Hyptis mutabilis,Tropical Bushmint,Lamiaceae,Exotic
0,Hyptis pectinata,Comb Bushmint,Lamiaceae,Exotic
0,Hyptis spicigera,Marubio,Lamiaceae,Exotic
0,Hyptis verticillata,John Charles,Lamiaceae,Exotic
0,Impatiens balsamina,Garden Balsam; Rose Balsam,Balsaminaceae,Exotic
0,Imperata cylindrica,Cogongrass,Poaceae,Exotic
0,Indigofera hirsuta,Hairy Indigo,Fabaceae,Exotic
0,Indigofera spicata,Trailing Indigo,Fabaceae,Exotic
0,Indigofera suffruticosa,Anil De Pasto,Fabaceae,Exotic
0,Indigofera tinctoria,True Indigo,Fabaceae,Exotic
0,Ipomoea asarifolia,,Convolvulaceae,Exotic
0,Ipomoea batatas,Sweetpotato,Convolvulaceae,Exotic
0,Ipomoea cairica,Mile-A-Minute Vine,Convolvulaceae,Exotic
0,Ipomoea carnea subsp. fistulosa,Bush Morning-Glory,Convolvulaceae,Exotic
0,Ipomoea macrorhiza,Largeroot Morning-Glory,Convolvulaceae,Exotic
0,Ipomoea muricata,Lilacbell,Convolvulaceae,Exotic
0,Ipomoea quamoclit,Cypressvine,Convolvulaceae,Exotic
0,Ipomoea triloba,Littlebell,Convolvulaceae,Exotic
0,Ixora arborea,Smallflower Jungleflame,Rubiaceae,Exotic
0,Ixora coccinea,Scarlet Jungleflame,Rubiaceae,Exotic
0,Jacaranda mimosifolia,Jacaranda; Black Poui,Bignoniaceae,Exotic
0,Jacquinia arborea,Braceletwood,Theophrastaceae,Exotic
0,Jacquinia macrocarpa,Cudjoewood,Theophrastaceae,Exotic
0,Jasminum dichotomum,Gold Coast Jasmine,Oleaceae,Exotic
0,Jasminum fluminense,Brazilian Jasmine; Jazmin De Trapo,Oleaceae,Exotic
0,Jasminum mesnyi,Japanese Jasmine,Oleaceae,Exotic
0,Jasminum multiflorum,Star Jasmine,Oleaceae,Exotic
0,Jasminum nitidum,Angelwing Jasmine,Oleaceae,Exotic
0,Jasminum officinale,Poet's Jasmine,Oleaceae,Exotic
0,Jasminum sambac,Arabian Jasmine,Oleaceae,Exotic
0,Jatropha curcas,Nutmeg Plant; Physic Nut; Barbados Nut,Euphorbiaceae,Exotic
0,Jatropha gossypifolia,Bellyache Bush,Euphorbiaceae,Exotic
0,Jatropha integerrima,Peregrina,Euphorbiaceae,Exotic
0,Justicia brandegeana,Shrimpplant,Acanthaceae,Exotic
0,Justicia pectoralis,Freshcut,Acanthaceae,Exotic
0,Justicia spicigera,Mexican Honeysuckle; Mohintle,Acanthaceae,Exotic
0,Kalanchoe blossfeldiana,Madagascar Widow's-Thrill; Christmas Kalanchoe,Crassulaceae,Exotic
0,Kalanchoe daigremontiana,Devil's Backbone,Crassulaceae,Exotic
0,Kalanchoe delagoensis,Chandelier Plant,Crassulaceae,Exotic
0,Kalanchoe fedtschenkoi,Lavender Scallops,Crassulaceae,Exotic
0,Kalanchoe gastonis-bonnieri,Palm Beachbells,Crassulaceae,Exotic
0,Kalanchoe laciniata,Christmastree Plant,Crassulaceae,Exotic
0,Kalanchoe pinnata,Cathedral Bells; Life Plant,Crassulaceae,Exotic
0,Kalanchoe xhoughtonii,Mother-Of-Millions,Crassulaceae,Exotic
0,Khaya senegalensis,African Mahogany,Meliaceae,Exotic
0,Koelreuteria elegans subsp. formosana,Flamegold,Sapindaceae,Exotic
0,Kummerowia striata,Japanese Clover,Fabaceae,Exotic
0,Kyllinga brevifolia,Shortleaf Spikesedge,Cyperaceae,Exotic
0,Kyllinga squamulata,Asian Spikesedge,Cyperaceae,Exotic
0,Lablab purpureus,Hyacinthbean,Fabaceae,Exotic
0,Laelia rubescens,Pale Laelia,Orchidaceae,Exotic
0,Landoltia punctata,Dotted Duckweed,Araceae,Exotic
0,Lantana camara,Lantana; Shrubverbena,Verbenaceae,Exotic
0,Lantana montevidensis,Trailing Shrubverbena,Verbenaceae,Exotic
0,Laportea aestuans,West Indian Woodnettle,Urticaceae,Exotic
0,Launaea intybacea,Achicoria Azul,Asteraceae,Exotic
0,Leonotis nepetifolia,Lion's-Ear; Christmas Candlestick,Lamiaceae,Exotic
0,Lepianthes umbellata,Baquina,Piperaceae,Exotic
0,Leptochloa nealleyi,Nealley's Sprangletop,Poaceae,Exotic
0,Leucaena leucocephala,White Leadtree,Fabaceae,Exotic
0,Ligustrum sinense,Chinese Privet,Oleaceae,Exotic
0,Limnophila sessiliflora,Asian Marshweed,Veronicaceae,Exotic
0,Lindernia crustacea,Malaysian False Pimpernel,Veronicaceae,Exotic
0,Linum usitatissimum,Common Flax,Linaceae,Exotic
0,Lipocarpha aristulata,Awned Halfchaff Sedge,Cyperaceae,Exotic
0,Livistona chinensis,Chinese Fan Palm,Arecaceae,Exotic
0,Livistona rotundifolia,Footstool Palm,Arecaceae,Exotic
0,Lobularia maritima,Seaside Lobularia; Sweet Alyssum,Brassicaceae,Exotic
0,Lolium perenne,Italian Ryegrass,Poaceae,Exotic
0,Lonicera japonica,Japanese Honeysuckle,Caprifoliaceae,Exotic
0,Ludwigia grandiflora,Largeflower Primrosewillow,Onagraceae,Exotic
0,Ludwigia peruviana,Peruvian Primrosewillow,Onagraceae,Exotic
0,Luffa aegyptiaca,Vegetable Sponge; Loofah,Cucurbitaceae,Exotic
0,Lygodium japonicum,Japanese Climbing Fern,Schizaeaceae,Exotic
0,Lygodium microphyllum,Small-Leaf Climbing Fern,Schizaeaceae,Exotic
0,Lysiloma sabicu,Horseflesh Mahogany,Fabaceae,Exotic
0,Macfadyena unguis-cati,Catclawvine,Bignoniaceae,Exotic
0,Macroptilium atropurpureum,Purple Bushbean,Fabaceae,Exotic
0,Macroptilium lathyroides,Wild Bushbean,Fabaceae,Exotic
0,Macrothelypteris torresiana,Mariana Maiden Fern,Thelypteridaceae,Exotic
0,Malachra capitata,Malva De Caballo,Malvaceae,Exotic
0,Malpighia emarginata,Barbados Cherry,Malpighiaceae,Exotic
0,Malvastrum coromandelianum,Threelobe False Mallow,Malvaceae,Exotic
0,Malvaviscus arboreus var. drummondii,Texas Waxmallow,Malvaceae,Exotic
0,Malvaviscus penduliflorus,Mazapan; Turkscap Mallow,Malvaceae,Exotic
0,Mangifera indica,Mango,Anacardiaceae,Exotic
0,Manihot esculenta,Tapioca,Euphorbiaceae,Exotic
0,Manilkara roxburghiana,Bulletwood,Sapotaceae,Exotic
0,Manilkara zapota,Sapodilla,Sapotaceae,Exotic
0,Maranta arundinacea,Arrowroot,Marantaceae,Exotic
0,Marsilea macropoda,Big-Foot Water-Clover,Marsileaceae,Exotic
0,Marsilea vestita,Hairy Water-Clover,Marsileaceae,Exotic
0,Maurandya antirrhiniflora,Roving Sailor,Veronicaceae,Exotic
0,Mazus pumilus,Japanese Mazus,Veronicaceae,Exotic
0,Medicago lupulina,Black Medick,Fabaceae,Exotic
0,Medicago polymorpha,Burr Clover,Fabaceae,Exotic
0,Medicago sativa,Alfalfa,Fabaceae,Exotic
0,Melaleuca quinquenervia,Punktree,Myrtaceae,Exotic
0,Melastoma malabathricum,Straits Rhododendron; Malabar Melastome,Melastomataceae,Exotic
0,Melia azedarach,Chinaberrytree,Meliaceae,Exotic
0,Melicoccus bijugatus,Spanish Lime,Sapindaceae,Exotic
0,Melilotus albus,White Sweetclover,Fabaceae,Exotic
0,Melilotus indicus,Indian Sweetclover; Annual Yellow Sweetclover,Fabaceae,Exotic
0,Melinis minutiflora,Molassesgrass,Poaceae,Exotic
0,Melochia corchorifolia,Chocolateweed,Malvaceae,Exotic
0,Merremia aegyptia,Hairy Woodrose,Convolvulaceae,Exotic
0,Merremia cissoides,Roadside Woodrose,Convolvulaceae,Exotic
0,Merremia dissecta,Noyau Vine,Convolvulaceae,Exotic
0,Merremia quinquefolia,Rock Rosemary,Convolvulaceae,Exotic
0,Merremia tuberosa,Spanish Arborvine; Yellow Morning-Glory,Convolvulaceae,Exotic
0,Merremia umbellata,Hogvine,Convolvulaceae,Exotic
0,Mimosa pigra,Black Mimosa,Fabaceae,Exotic
0,Mimosa pudica,Sensitive Plant; Shameplant,Fabaceae,Exotic
0,Mimusops elengi,Spanish Cherry; Kabiki; Bakul,Sapotaceae,Exotic
0,Mirabilis jalapa,Four-O'clock; Marvel-Of-Peru,Nyctaginaceae,Exotic
0,Mitracarpus hirtus,Tropical Girdlepod,Rubiaceae,Exotic
0,Mollugo verticillata,Indian Chickweed; Green Carpetweed,Molluginaceae,Exotic
0,Momordica charantia,Balsampear,Cucurbitaceae,Exotic
0,Monstera deliciosa,Swiss-Cheese Plant; Cut-Leaf Philodendron,Araceae,Exotic
0,Moringa oleifera,Horseradishtree,Moringaceae,Exotic
0,Morrenia odorata,Latexplant,Apocynaceae,Exotic
0,Morus alba,White Mulberry,Moraceae,Exotic
0,Mucuna pruriens,Cowitch; Velvetbean,Fabaceae,Exotic
0,Muntingia calabura,Strawberrytree,Muntingiaceae,Exotic
0,Murdannia nudiflora,Nakedstem Dewflower,Commelinaceae,Exotic
0,Murdannia spirata var. parviflora,Asiatic Dewflower,Commelinaceae,Exotic
0,Murraya paniculata,Orange Jessamine,Rutaceae,Exotic
0,Musa acuminata,Dwarf Banana,Musaceae,Exotic
0,Musa x paradisiaca,Common Banana,Musaceae,Exotic
0,Myriophyllum aquaticum,Parrot Feather Watermilfoil,Haloragaceae,Exotic
0,Myriophyllum spicatum,Eurasian Watermilfoil; Spike Watermilfoil,Haloragaceae,Exotic
0,Nama jamaicensis,Jamaicanweed,Hydrophyllaceae,Exotic
0,Nelumbo nucifera,Sacred Lotus,Nelumbonaceae,Exotic
0,Nephrolepis cordifolia,Tuberous Sword Fern,Nephrolepidaceae,Exotic
0,Nephrolepis falcata,Fishtail Swordfern,Nephrolepidaceae,Exotic
0,Nephrolepis multiflora,Asian Sword Fern,Nephrolepidaceae,Exotic
0,Nerium oleander,Oleander,Apocynaceae,Exotic
0,Neyraudia reynaudiana,Burmareed; Silkreed,Poaceae,Exotic
0,Nicandra physalodes,Apple-Of-Peru,Solanaceae,Exotic
0,Nicotiana plumbaginifolia,Tex-Mex Tobacco,Solanaceae,Exotic
0,Nicotiana tabacum,Cultivated Tobacco,Solanaceae,Exotic
0,Nymphaea capensis var. zanzibariensis,Cape Blue Waterlily,Nymphaeaceae,Exotic
0,Nymphaea lotus,White Egyptian Lotus,Nymphaeaceae,Exotic
0,Nymphaea x daubenyana,,Nymphaeaceae,Exotic
0,Nymphoides cristata,Crested Floatingheart,Menyanthaceae,Exotic
0,Nymphoides indica,Water Snowflake,Menyanthaceae,Exotic
0,Ochrosia elliptica,Elliptic Yellowwood,Apocynaceae,Exotic
0,Ocimum basilicum,Sweet Basil,Lamiaceae,Exotic
0,Odontonema cuspidatum,Firespike,Acanthaceae,Exotic
0,Oeceoclades maculata,Monk Orchid,Orchidaceae,Exotic
0,Oenothera drummondii,Beach Eveningprimrose,Onagraceae,Exotic
0,Oenothera speciosa,Pinkladies,Onagraceae,Exotic
0,Oldenlandia corymbosa,Flattop Mille Graines,Rubiaceae,Exotic
0,Oldenlandiopsis callitrichoides,Oldenlandiopsis,Rubiaceae,Exotic
0,Ophioglossum pendulum,Old World Adder's-Tongue,Ophioglossaceae,Exotic
0,Opuntia cochenillifera,Cochineal Cactus,Cactaceae,Exotic
0,Oryza perennis,Wild Red Rice,Poaceae,Exotic
0,Oxalis debilis var. corymbosa,Pink Woodsorrel,Oxalidaceae,Exotic
0,Oxalis latifolia,Broadleaf Woodsorrel,Oxalidaceae,Exotic
0,Pachyrhizus erosus,Yam Bean,Fabaceae,Exotic
0,Paederia cruddasiana,Sewervine,Rubiaceae,Exotic
0,Paederia foetida,Skunkvine,Rubiaceae,Exotic
0,Panicum maximum,Guineagrass,Poaceae,Exotic
0,Panicum miliaceum,Broomcorn Millet,Poaceae,Exotic
0,Panicum repens,Torpedograss,Poaceae,Exotic
0,Parkinsonia aculeata,Mexican Palo Verde; Jerusalem Thorn,Fabaceae,Exotic
0,Parthenium hysterophorus,Santa Maria Feverfew,Asteraceae,Exotic
0,Paspalum acuminatum,Brook Crowngrass,Poaceae,Exotic
0,Paspalum dilatatum,Dallisgrass,Poaceae,Exotic
0,Paspalum fimbriatum,Winged Paspalum; Panama Crowngrass,Poaceae,Exotic
0,Paspalum malacophyllum,Ribbed Paspalum,Poaceae,Exotic
0,Paspalum nicorae,Brunswickgrass,Poaceae,Exotic
0,Paspalum notatum,Bahiagrass,Poaceae,Exotic
0,Paspalum notatum var. saurae,Bahiagrass,Poaceae,Exotic
0,Paspalum paniculatum,Arrocillo,Poaceae,Exotic
0,Paspalum pleostachyum,Tropical Paspalum,Poaceae,Exotic
0,Paspalum urvillei,Vaseygrass,Poaceae,Exotic
0,Passiflora biflora,Twolobe Passionflower,Passifloraceae,Exotic
0,Passiflora edulis,Passionfruit; Purple Granadilla,Passifloraceae,Exotic
0,Passiflora foetida,Fetid Passionflower,Passifloraceae,Exotic
0,Passiflora x belotii,,Passifloraceae,Exotic
0,Pectis humifusa,Yerba De San Juan,Asteraceae,Exotic
0,Peltophorum dubium,Horsebush,Fabaceae,Exotic
0,Peltophorum pterocarpum,Yellow Poinciana,Fabaceae,Exotic
0,Pennisetum glaucum,Pearl Millet; American Fountaingrass,Poaceae,Exotic
0,Pennisetum polystachion,West Indian Pennisetum; Missiongrass,Poaceae,Exotic
0,Pennisetum purpureum,Elephantgrass; Napiergrass,Poaceae,Exotic
0,Pennisetum setaceum,Fountaingrass,Poaceae,Exotic
0,Peperomia amplexicaulis,Jackie's Saddle; Clasping Peperomia,Piperaceae,Exotic
0,Peperomia pellucida,Pepper-Elder; Rat-Ear,Piperaceae,Exotic
0,Pereskia aculeata,Barbados Gooseberry; Lemon Vine,Cactaceae,Exotic
0,Persea americana,Avocado,Lauraceae,Exotic
0,Petitia domingensis,Bastard Stopper,Lamiaceae,Exotic
0,Petrea volubilis,Queenswreath,Verbenaceae,Exotic
0,Petunia x hybrida,Petunia,Solanaceae,Exotic
0,Phleum pratense,Timothy,Poaceae,Exotic
0,Phlox drummondii,Annual Phlox,Polemoniaceae,Exotic
0,Phoenix reclinata,Senegal Date Palm,Arecaceae,Exotic
0,Phyla fruticosa,Diamondleaf Fogfruit,Verbenaceae,Exotic
0,Phyllanthus acidus,Tahitian Gooseberry Tree,Euphorbiaceae,Exotic
0,Phyllanthus amarus,Gale-Of-Wind; Carry-Me-Seed,Euphorbiaceae,Exotic
0,Phyllanthus angustifolius,Foliage Flower; Swordbush,Euphorbiaceae,Exotic
0,Phyllanthus fraternus,Gulf Leafflower,Euphorbiaceae,Exotic
0,Phyllanthus tenellus,Mascarene Island Leafflower,Euphorbiaceae,Exotic
0,Phyllanthus urinaria,Chamber Bitter,Euphorbiaceae,Exotic
0,Phymatosorus scolopendria,Serpent Fern; Wart Fern,Polypodiaceae,Exotic
0,Pilea nummulariifolia,Creeping Charlie,Urticaceae,Exotic
0,Piper aduncum,Spiked Pepper; False Matico; Higuillo De Hoja Menuda,Piperaceae,Exotic
0,Piper auritum,Veracruz Pepper,Piperaceae,Exotic
0,Pithecellobium dulce,Monkeypod,Fabaceae,Exotic
0,Pithecoctenium crucigerum,Monkeycomb,Bignoniaceae,Exotic
0,Pittosporum pentandrum,Taiwanese Cheesewood,Pittosporaceae,Exotic
0,Plantago lanceolata,English Plantain; Narrowleaf Plantain,Plantaginaceae,Exotic
0,Plantago major,Common Plantain,Plantaginaceae,Exotic
0,Platycerium bifurcatum,Staghorn Fern,Polypodiaceae,Exotic
0,Plumbago auriculata,Cape Leadwort,Plumbaginaceae,Exotic
0,Poa annua,Annual Bluegrass,Poaceae,Exotic
0,Polyalthia suberosa,Corky Debbar Tree,Annonaceae,Exotic
0,Polygonum aviculare,Prostrate Knotweed,Polygonaceae,Exotic
0,Polygonum lapathifolium,Curlytop Knotweed; Pale Smartweed,Polygonaceae,Exotic
0,Polygonum persicaria,Spotted Lady's-Thumb,Polygonaceae,Exotic
0,Polypogon monspeliensis,Rabbitsfootgrass,Poaceae,Exotic
0,Polytrias amaura,Javanesegrass,Poaceae,Exotic
0,Pongamia pinnata,Karum Tree; Poonga-Oil Tree,Fabaceae,Exotic
0,Poranopsis paniculata,Bridal Bouquet,Convolvulaceae,Exotic
0,Portulaca amilis,Paraguayan Purslane,Portulacaceae,Exotic
0,Portulaca oleracea,Little Hogweed,Portulacaceae,Exotic
0,Potentilla reptans,Creeping Cinquefoil,Rosaceae,Exotic
0,Pouteria campechiana,Egg Fruit; Canistel,Sapotaceae,Exotic
0,Pouzolzia zeylanica,Pouzolz's Bush,Urticaceae,Exotic
0,Premna odorata,Fragrant Premna,Lamiaceae,Exotic
0,Proboscidea louisianica,Unicornplant; Common Devil's Claw,Martyniaceae,Exotic
0,Pseudelephantopus spicatus,Dogstongue,Asteraceae,Exotic
0,Pseuderanthemum fasciculatum,Falseface,Acanthaceae,Exotic
0,Pseudognaphalium luteoalbum,Jersey Cudweed,Asteraceae,Exotic
0,Pseudogynoxys chenopodioides,Mexican Flamevine,Asteraceae,Exotic
0,Psidium cattleianum,Strawberry Guava,Myrtaceae,Exotic
0,Psidium guajava,Guava,Myrtaceae,Exotic
0,Pteris grandifolia,Long Brake,Pteridaceae,Exotic
0,Pteris multifida,Spider Brake; Huguenot Fern,Pteridaceae,Exotic
0,Pteris tripartita,Giant Brake,Pteridaceae,Exotic
0,Pteris vittata,Chinese Ladder Brake,Pteridaceae,Exotic
0,Ptychosperma elegans,Alexander Palm; Solitaire Palm,Arecaceae,Exotic
0,Ptychosperma macarthurii,Macarthur's Palm,Arecaceae,Exotic
0,Pueraria montana var. lobata,Kudzu,Fabaceae,Exotic
0,Pyrostegia venusta,Flamevine,Bignoniaceae,Exotic
0,Quisqualis indica,Rangoon Creeper,Combretaceae,Exotic
0,Ranunculus sardous,Hairy Buttercup,Ranunculaceae,Exotic
0,Raphanus raphanistrum,Wild Radish,Brassicaceae,Exotic
0,Rauvolfia tetraphylla,Be-Still Tree,Apocynaceae,Exotic
0,Rhodomyrtus tomentosa,Rose Myrtle,Myrtaceae,Exotic
0,Rhynchelytrum repens,Rose Natalgrass,Poaceae,Exotic
0,Richardia brasiliensis,Tropical Mexican Clover,Rubiaceae,Exotic
0,Richardia grandiflora,Largeflower Mexican Clover,Rubiaceae,Exotic
0,Richardia scabra,Rough Mexican Clover,Rubiaceae,Exotic
0,Ricinus communis,Castorbean,Euphorbiaceae,Exotic
0,Rotala rotundifolia,Dwarf Rotala; Roundleaf Toothcup,Lythraceae,Exotic
0,Rottboellia cochinchinensis,Itchgrass,Poaceae,Exotic
0,Rubus niveus,Snowpeaks Raspberry,Rosaceae,Exotic
0,Ruellia ciliatiflora,Hairyflower Wild Petunia,Acanthaceae,Exotic
0,Ruellia tweediana,Britton's Wild Petunia; Mexican Bluebell,Acanthaceae,Exotic
0,Rumex crispus,Curly Dock,Polygonaceae,Exotic
0,Rumex obovatus,Tropical Dock,Polygonaceae,Exotic
0,Rumex pulcher,Fiddle Dock,Polygonaceae,Exotic
0,Rumohra adiantiformis,Leatherleaf Fern,Dryopteridaceae,Exotic
0,Russelia equisetiformis,Fountainbush; Firecracker Plant,Veronicaceae,Exotic
0,Saccharum officinarum,Sugarcane,Poaceae,Exotic
0,Sacciolepis indica,Indian Cupscale,Poaceae,Exotic
0,Salsola kali subsp. pontica,Prickly Russian Thistle,Amaranthaceae,Exotic
0,Salvinia minima,Water Spangles,Salviniaceae,Exotic
0,Salvinia molesta,Aquarium Watermoss,Salviniaceae,Exotic
0,Sansevieria hyacinthoides,Bowstring Hemp; Mother-In-Law's Tongue,Ruscaceae,Exotic
0,Santalum album,Sandalwood,Santalaceae,Exotic
0,Sapium sebiferum,Popcorntree; Chinese Tallowtree,Euphorbiaceae,Exotic
0,Scaevola taccada,Beach Naupaka,Goodeniaceae,Exotic
0,Scaevola taccada var. sericea,Beach Naupaka,Goodeniaceae,Exotic
0,Schefflera actinophylla,Australian Umbrella Tree; Octopus Tree,Araliaceae,Exotic
0,Schefflera arboricola,Dwarf Schefflera,Araliaceae,Exotic
